graph_id,guid,label,entropy,degree_in,degree_out,has_encoded,has_download
98,{860c7b68-a798-6908-495d-324e-690e21f9c072},1,0.175,0,0,1,0
99,{e46a0b42-e325-6908-19f8-4299-f104076c108d},1,0.374,0,0,0,1
100,{972d5d57-7a26-6908-7cc5-516b-f6f9f950f7fa},1,0.364,0,0,1,0
101,{32173525-a219-6908-9976-9bed-de94efca07ae},1,0.452,0,0,0,0
105,{6422a73e-7bcc-6908-63cd-acc0-5c1efe43541a},1,0.303,0,0,0,0
107,{638644e0-9d8e-6908-ffd6-e60b-12f70433fd20},1,0.173,0,0,1,0
108,{14aa3ca3-03b2-6908-5bdc-2da3-d51b48a2a172},1,0.443,0,0,0,0
110,{772d416d-d621-6908-57a7-afe9-5701e7d3f770},1,0.459,0,0,0,1
114,{2f3b2b18-11c2-6908-a246-b00c-beee25dfac07},1,0.5,0,0,0,0
115,{48ded8be-b3e4-6908-9dbd-e422-6e6f166cdd33},1,0.463,0,0,0,0
118,{b1b9fd9d-7401-6908-9d67-402d-42ab35b823e4},1,0.187,0,0,1,0
119,{83a5f421-d0ae-6908-39c6-a0e9-ee8a1fa54251},1,0.266,0,0,0,0
121,{813a3aa5-afee-6908-090c-102d-dc5efd9f45f4},1,0.526,0,0,0,0
122,{5b7c57e8-b3d9-6908-1ce6-7d0b-78203f63a065},1,0.301,0,0,1,0
124,{4f7f963e-f884-6908-df4c-d812-676b097913a0},1,0.427,0,0,1,0
125,{3d5b6535-c4f6-6908-9e58-b9c8-3e7daf6c6f61},1,0.394,0,0,0,1
130,{14c08f6d-f5af-6908-e879-89e4-a8aa017c75c5},1,0.312,0,0,0,0
136,{c13d8929-b8a6-6908-7dab-4d9f-d7eb87972916},1,0.427,0,0,1,0
140,{c1f31143-60f8-6908-f3a0-098e-8cc704db73f3},1,0.427,0,0,1,0
141,{8d9957fa-2183-6908-f7e5-0ecc-0988e2db1ce3},1,0.444,0,0,0,0
142,{79fdcd33-04e7-6908-58d9-d38a-27b1a6b96653},1,0.168,0,0,1,0
143,{01521e60-63a3-6908-ab5e-29e2-0cfdcec3a6f4},1,0.343,0,0,1,0
144,{693e5fcf-056e-6908-e825-c491-ade219ed59a5},1,0.586,0,0,0,0
147,{26087b53-7e8d-6908-1b44-8f65-40bfdf73321d},1,0.413,0,0,0,1
148,{2df80502-77b3-6908-87ff-26da-96cb1519613c},1,0.353,0,0,0,1
150,{6b1d20b9-2334-6908-c72a-69b7-9e9834a73f9d},1,0.552,0,0,0,0
151,{c78e0272-d1f8-6908-e6e1-5465-6a2c40b55023},1,0.172,0,0,1,0
153,{63a1bcaa-eae4-6908-70b0-21cc-bcea9fb886b2},1,0.167,0,0,1,0
154,{fa41dd2e-93b0-6908-0c21-7540-af7a54ce20ea},1,0.196,0,0,1,0
155,{308b5146-0692-6908-bf9e-fb9f-bf0cbe006ccb},1,0.364,0,0,1,0
158,{83d1677a-6039-6908-019a-a4f5-779471be0c72},1,0.159,0,0,1,0
159,{f1276a5c-bc48-6908-413c-a072-c2a8f43dd740},1,0.39,0,0,0,1
161,{7d169638-5850-6908-c030-2de1-ed66c7195dd0},1,0.5,0,0,0,1
164,{c70c15e3-d624-6908-ea63-5dbf-8d38496d036a},1,0.185,0,0,1,0
166,{d6e0217c-52db-6908-479d-b51d-de30bf415c98},1,0.451,0,0,1,0
167,{256df639-090a-6908-6637-2e8f-1a16dd460c91},1,0.226,0,0,1,0
168,{19404d24-af90-6908-9a5b-f2ca-4eaeb8845902},1,0.167,0,0,1,0
169,{5e7e00e5-2a9f-6908-8730-4468-96fc9c8a1631},1,0.379,0,0,0,0
171,{1c31d9b9-3416-6908-9049-b6f1-3c98556efce4},1,0.417,0,0,0,0
172,{d9c099f6-b98c-6908-f2a6-4466-3866ebc05f02},1,0.36,0,0,0,1
181,{a4f9a67f-1a68-6908-dbb3-41fb-58f1ba65983d},1,0.426,0,0,0,0
184,{1073c0c3-55a1-6908-1148-8191-d1d2963d101f},1,0.629,0,0,0,0
185,{1fc489b3-579f-6908-a75c-c405-91f00571dd83},1,0.39,0,0,0,0
187,{ea041d0b-7004-6908-ba2f-c56a-e7a5f99dd6d5},1,0.31,0,0,0,1
188,{4684833e-cf22-6908-c8a8-c928-709519ef13bf},1,0.621,0,0,0,0
189,{c1472ff2-3014-6908-3332-9bf4-e7bd55eef366},1,0.769,0,0,0,0
190,{02223c10-4b54-6908-eec1-4cea-9b7729a099de},1,0.285,0,0,1,0
193,{072915c7-ea06-6908-3d81-c763-11734d81c859},1,0.522,0,0,0,0
195,{dd4f4af2-ae71-6908-5ee0-fe0a-f28dd3dc00ee},1,0.093,0,0,1,0
196,{3354b4be-1e68-6908-4750-6891-a8c2bbdf144c},1,0.397,0,0,0,0
198,{f3fac150-0ae6-6908-ff70-1148-8e514532499e},1,0.189,0,0,1,0
200,{3c1517fc-37e4-6908-27ab-e33b-795513d3c726},1,0.203,0,0,1,0
202,{e545fcc6-bd60-6908-e834-c23d-e08e520826b8},1,0.569,0,0,0,0
204,{3ef433df-c09e-6908-70bf-642f-f0b243e9c94c},1,0.153,0,0,1,0
206,{69d445f3-7f56-6908-06fb-1278-0a41d8718196},1,0.481,0,0,0,0
207,{fe3f5662-c98b-6908-bed7-3773-72b873c7fd75},1,0.459,0,0,0,1
209,{89a8c57d-a97d-6908-307e-1f49-eff89ffe3709},1,0.283,0,0,1,0
210,{8f65abf9-c12e-6908-c564-f2ee-9f9f5ae0bb5a},1,0.295,0,0,0,0
215,{831fd302-99e5-6908-659c-4772-1b8bf5bce0c0},1,0.151,0,0,1,0
217,{267fc6ec-ac9a-6908-8403-652d-e8f4df48d6fa},1,0.465,0,0,1,0
218,{cb317618-1900-6908-bf9b-f222-dfb7ef7b80f1},1,0.344,0,0,0,1
220,{6b13b71d-60b4-6908-0ede-72c9-2938ffb88ef4},1,0.622,0,0,0,0
221,{c8757d06-8522-6908-3df1-0c25-f62c7042eb9e},1,0.451,0,0,0,0
222,{844e2e8b-f435-6908-573f-b03c-4fcfa4d37418},1,0.392,0,0,0,0
223,{94ce23b7-edb4-6908-3250-1a27-2567a247a4f5},1,0.15,0,0,1,0
227,{12b1d17e-adfb-6908-e878-dd63-0affe3af8541},1,0.468,0,0,0,0
231,{a8cc6e3b-a841-6908-ec9e-8890-a7e821b78e70},1,0.209,0,0,1,0
232,{be9dd48c-4db4-6908-180f-b9ae-75fa8a19de1f},1,0.443,0,0,0,0
236,{5a929d27-441c-6908-c53e-350e-967bcc69a8ca},1,0.553,0,0,0,0
238,{edc78d7b-3d2f-6908-a9e0-2d9f-c65faf734c45},1,0.18,0,0,1,0
239,{e675835a-fecc-6908-62e5-4f7d-acbfeb85105d},1,0.33,0,0,1,0
242,{1d82e2a8-fa21-6908-220c-5de1-a79e8974e16a},1,0.402,0,0,0,0
243,{a4e60afd-c85a-6908-c293-4e62-9567f262e145},1,0.172,0,0,1,0
245,{567a25f8-cc3a-6908-4427-696d-6f153efa528c},1,0.156,0,0,1,0
249,{d93eeb08-7497-6908-5329-ca11-97eb97a182a2},1,0.323,0,0,1,0
250,{673ad8cb-edc4-6908-e783-4e2c-c568c0242e61},1,0.348,0,0,0,0
251,{37663e35-fb23-6908-06a3-9db3-5134a1aa8c49},1,0.396,0,0,0,0
252,{9ee31563-4ad0-6908-8ba6-a3db-3da09ae69d97},1,0.629,0,0,0,0
253,{21c20510-20b4-6908-22c3-47a2-345a26cd4979},1,0.149,0,0,1,0
254,{96f48688-6aec-6908-7581-fba1-b2e201d4bcf6},1,0.129,0,0,1,0
255,{ebbaca66-f5d9-6908-9218-7f3d-9b5d00009f1e},1,0.2,0,0,1,0
258,{c9a84bdd-fa75-6908-3bdd-a6a6-bf24cc027d43},1,0.272,0,0,0,1
260,{7466509d-acbd-6908-7b95-f045-a54f08caa5a8},1,0.47,0,0,0,0
262,{aa25e8da-e467-6908-bf23-86a8-22367a5653b3},1,0.857,0,0,0,0
263,{ee4798d4-c813-6908-e64f-730e-f56f209875b2},1,0.528,0,0,0,0
265,{6ba57136-8809-6908-1a1b-dafc-f3e61bab13ac},1,0.465,0,0,1,0
267,{585dfd17-c30e-6908-0a7e-fb5e-2dcd6c944bca},1,0.465,0,0,1,0
269,{22ca9f04-930c-6908-ebea-fadb-eee88669ba60},1,0.486,0,0,0,0
270,{450511e1-0ca3-6908-6ff8-be16-e58f062e0778},1,0.245,0,0,1,0
273,{d9758f32-92ab-6908-7c89-546d-5181560b63a9},1,0.323,0,0,1,0
275,{7b49ecf3-d1db-6908-3ec7-9ae7-ba7908a97c0f},1,0.427,0,0,1,0
276,{32586047-142f-6908-e8ef-9494-e9b2c17a608e},1,0.167,0,0,1,0
278,{7387d896-3e2d-6908-ee3b-3e83-8e7d9d47172c},1,0.427,0,0,1,0
279,{e6647803-12a0-6908-e7e3-604c-08c45afce6a6},1,0.382,0,0,0,0
280,{48ffeea5-5e9a-6908-2fa7-465c-3343da007c08},1,0.219,0,0,1,0
283,{a98cb9cf-fad5-6908-fa52-8c3c-190d6ffcc6e5},1,0.174,0,0,1,0
287,{28b8bcc2-c194-6908-03e7-57be-11fc5fe19173},1,0.142,0,0,1,0
291,{bd0ebe4e-85f1-6908-846f-5ada-ff347940964f},1,0.526,0,0,0,0
293,{86b5dd45-a151-6908-3e8e-ca18-719aba7bc404},1,0.18,0,0,1,0
294,{1b53b124-d47d-6908-3959-417d-7d20035bd879},1,0.222,0,0,1,0
295,{cac29f1d-79ad-6908-fc18-ca7e-dee86dbd4921},1,0.857,0,0,0,0
296,{aac23302-e72f-6908-093e-1850-bc8a81e4ee99},1,0.394,0,0,0,0
298,{445d3231-4c43-6908-7b30-9f19-14c4e62476fe},1,0.147,0,0,1,0
300,{29d374d6-c279-6908-39a9-700f-d803c016215d},1,0.432,0,0,0,0
304,{da3c3beb-8961-6908-809e-5d77-ebdf64a70279},1,0.252,0,0,1,0
308,{9dedb853-c58a-6908-fb33-49c3-d89c38da98b0},1,0.519,0,0,0,0
309,{61003856-10bd-6908-a69f-48ee-2e339e5d531a},1,0.42,0,0,0,1
314,{5861919d-fe3c-6908-08bf-31c0-3cbf7427eefa},1,0.333,0,0,1,0
315,{51c680ca-5133-6908-03e1-7194-9227ddcff347},1,0.223,0,0,1,0
316,{660d2992-2e11-6908-fa5c-52e1-e5405dc228d3},1,0.273,0,0,1,0
317,{e3bf37c2-dfa5-6908-4c3e-2869-f333da8f55c4},1,0.202,0,0,1,0
319,{f9dbe07e-0b79-6908-945c-0fa2-2426d9f56388},1,0.474,0,0,0,1
320,{d91218a9-199c-6908-88c5-1615-b59396be541b},1,0.389,0,0,0,0
327,{d8c78cbe-c628-6908-7e6e-155a-a86c41431647},1,0.3,0,0,0,0
329,{1f0226eb-3be3-6908-07a1-5ec7-59f93ae28de8},1,0.168,0,0,1,0
330,{ab1f0327-d81b-6908-898f-2f1e-06ad12e63e97},1,0.374,0,0,0,1
334,{be6e2511-746f-6908-e194-1b42-663322dba981},1,0.167,0,0,1,0
335,{2ee49d62-efc1-6908-97f2-6d3a-b84aba7696f5},1,0.418,0,0,1,0
337,{4277171c-adf8-6908-1061-e049-16704853338d},1,0.521,0,0,0,1
339,{11dabe5e-105b-6908-1465-d7f0-b65b0be08870},1,0.196,0,0,1,0
340,{9888d27b-008f-6908-e3cc-3aa4-7388297f8f1e},1,0.3,0,0,0,0
342,{7f7eb2ed-411f-6908-34db-7cc6-153631a79435},1,0.413,0,0,0,0
343,{0777cad1-7ef2-6908-8d43-223e-c6319ebe22d3},1,0.345,0,0,1,0
346,{929b958d-9cd9-6908-2cd1-aef2-a56c2481216b},1,0.722,0,0,0,0
347,{8e96551a-a2fc-6908-5016-6b11-5a39e5715f31},1,0.552,0,0,0,0
348,{08fb27dc-3e45-6908-656f-c194-b1149f57dbfc},1,0.373,0,0,0,0
349,{657c2801-b55c-6908-71cc-5da3-2de5b4c21dd6},1,0.196,0,0,1,0
350,{8815251c-8b09-6908-cb2b-fbca-358646997fc2},1,0.223,0,0,1,0
351,{126ff5ed-af37-6908-a8ee-db45-08a84588d5c7},1,0.464,0,0,0,0
352,{4f0b5593-0fcf-6908-ab74-5d06-3fd73bb1591b},1,0.277,0,0,1,0
354,{736d8da9-73ec-6908-8a0e-d1e0-08cb438806fe},1,0.281,0,0,1,0
355,{910af69d-0e05-6908-486a-b627-45d11b4c80a7},1,0.225,0,0,1,0
356,{43df1c14-6a73-6908-372f-0995-76c74d1f3b9a},1,0.115,0,0,1,0
360,{3f55f644-7f8a-6908-6010-e719-2711f0c3dc02},1,0.492,0,0,1,0
365,{86df605b-525f-6908-65f8-38c7-1d30051852dc},1,0.365,0,0,0,0
366,{e3b89773-c54e-6908-685e-6dd1-f7a1d086d4d6},1,0.315,0,0,0,0
369,{ff4b3804-95ff-6908-0e50-87cb-a1cf4a3e7903},1,0.382,0,0,0,0
371,{4b7e40bd-0f0d-6908-8469-ff70-f5f74eab6bdd},1,0.189,0,0,1,0
372,{0c12ea1d-9df5-6908-2f7c-8443-e88072bfa693},1,0.458,0,0,1,0
373,{3240ab15-920b-6908-de9d-5e2f-a07d100637c7},1,0.33,0,0,1,0
374,{63ce0666-9857-6908-ea67-bdcd-576570236aca},1,0.301,0,0,1,1
376,{be91dd2a-3e64-6908-7b75-28de-7f4b02abe229},1,0.68,0,0,0,0
378,{6b1b8c03-cde4-6908-852f-01d7-58ef91d5bfdd},1,0.491,0,0,0,0
380,{77329dc5-f307-6908-4d52-c790-82f2fba38051},1,0.5,0,0,0,1
381,{028dd025-ee00-6908-f39b-a040-1eaf07afb918},1,0.168,0,0,1,0
384,{d5672f5d-a6ee-6908-75ff-8ea4-89bc8a533a16},1,0.183,0,0,1,0
387,{836a2e1d-93f5-6908-0093-4c6f-480e641df3f9},1,0.442,0,0,0,1
388,{43b66a27-d119-6908-0c0c-1b89-416d15d324dc},1,0.13,0,0,1,0
389,{3c20fe71-d7fd-6908-2a88-fb7a-d1d5ffc9cf29},1,0.142,0,0,1,0
390,{f93adb04-4048-6908-7878-a05c-8b33dd354aa4},1,0.188,0,0,1,0
393,{32adddad-ad7d-6908-7410-14a4-364bdd00a64c},1,0.427,0,0,0,0
397,{876d732a-f34b-6908-1aaf-d018-0f77b1af6608},1,0.433,0,0,1,0
399,{8bdeb84a-2495-6908-e6b2-edd9-09e5c26cd636},1,0.196,0,0,1,0
401,{3142feb2-699e-6908-58bc-035b-55e6f51875ec},1,0.196,0,0,1,0
403,{9eed7567-3dad-6908-e5aa-7506-024f06c56863},1,0.317,0,0,0,0
407,{b669c307-dedc-6908-996e-4641-666cf04e11b5},1,0.197,0,0,1,0
408,{44c77106-db57-6908-aba4-648a-e5b3416a4f9f},1,0.413,0,0,0,0
409,{430d741a-6caf-6908-ea00-1a3a-2a2a600b90ee},1,0.46,0,0,0,1
413,{006083dd-e5c4-6908-17bf-3a97-1bda79d81ee9},1,0.731,0,0,0,0
414,{d736466b-7aef-6908-3d76-e99e-d7b1ec3e9ade},1,0.296,0,0,0,0
415,{25994912-b45d-6908-e74e-ff2f-8d8a5e938891},1,0.618,0,0,0,0
417,{d10327ba-bd73-6908-cdfa-436f-0235e11cde74},1,0.295,0,0,1,0
419,{16fefed9-7a50-6908-553a-b1b8-89351415c20e},1,0.201,0,0,1,0
420,{c2da09ee-4c99-6908-5b3e-29b1-c98d61f350e5},1,0.301,0,0,1,0
421,{89804b44-ad50-6908-1816-af91-7b60663b312b},1,0.544,0,0,0,0
423,{97a53ed0-546e-6908-1e0e-7979-0ec0a39bb330},1,0.333,0,0,1,0
425,{115eb800-75f6-6908-2e2a-d8a8-a1cf180922f6},1,0.209,0,0,1,0
426,{d8fa048d-2d6a-6908-87dd-7d1c-030fdb04954b},1,0.358,0,0,0,1
427,{0008b748-d8b8-6908-60b7-74b6-963047660299},1,0.157,0,0,1,0
428,{bae8b3cc-0e7a-6908-e2ca-01c4-1ace5c8bac02},1,0.177,0,0,1,0
429,{f19f48e6-8655-6908-d2c0-2456-88d772a41cc5},1,0.303,0,0,0,0
430,{3a5ccb68-0856-6908-0217-257e-dfb6734f61ca},1,0.595,0,0,0,0
431,{669942fe-03cb-6908-32aa-d65f-b67052994a47},1,0.189,0,0,1,0
432,{73dfe835-7d84-6908-d100-6352-98ba9f493777},1,0.405,0,0,0,0
434,{75b7d56f-9247-6908-dfa2-eba9-3a34f2d8b392},1,0.21,0,0,1,0
435,{4ffa0ddf-0bfb-6908-d73f-4e36-445c3c4e1724},1,0.6,0,0,0,0
438,{517b9145-10c2-6908-b707-4103-2feea4ca0318},1,0.129,0,0,1,0
443,{704cc8c3-8681-6908-2f73-98e6-17079b9c72a2},1,0.257,0,0,1,0
444,{95116c5f-a62e-6908-2f27-213d-752a400b2ed1},1,0.318,0,0,1,0
445,{06fdb09b-d155-6908-f5f6-12c6-a14c1a648d30},1,0.227,0,0,1,0
446,{ade4f5f9-aaa0-6908-40a2-6ee3-5f104de53f26},1,0.093,0,0,1,0
447,{82ca2598-d546-6908-d53e-99ac-887f1af01dd6},1,0.591,0,0,0,0
449,{1bdfdf34-4702-6908-99e4-05cf-ca7337196a50},1,0.34,0,0,0,0
450,{ffcef759-250b-6908-1440-7e2e-49ec4abf132d},1,0.343,0,0,0,0
451,{4a116962-3d0b-6908-43d9-eb33-a25c4c901c59},1,0.659,0,0,0,0
452,{52bb9866-fe62-6908-9faf-266d-4721008428f5},1,0.245,0,0,1,0
455,{9c38e544-0b8e-6908-c563-71ab-b04fc189c9f2},1,0.54,0,0,0,0
457,{4ecce990-a978-6908-af1b-7e42-a7be1ba6b2ce},1,0.142,0,0,1,0
458,{f89f057b-3e02-6908-7614-5054-171e8007519f},1,0.727,0,0,0,0
462,{28e4e653-8eaf-6908-9371-bc37-3d99d4991725},1,0.257,0,0,1,0
468,{0facc51f-a3ce-6908-4066-bdc1-9982f181dd0c},1,0.183,0,0,1,0
469,{7d25eadb-1a89-6908-b295-f783-3018783b0d47},1,0.485,0,0,0,0
470,{b7bfa181-85f7-6908-effc-ac2a-e953990e3a80},1,0.418,0,0,0,1
471,{24ab6f4d-3aa5-6908-cd21-67e4-1d31bac93cc8},1,0.551,0,0,0,0
472,{a487cde9-2a29-6908-47d9-4632-b29411187b88},1,0.35,0,0,0,1
477,{0f403393-1052-6908-5988-89cc-ed4d66a0ed04},1,0.36,0,0,0,0
479,{d42c0ff9-a015-6908-7099-e852-1000b2d35cb1},1,0.397,0,0,0,0
481,{9d731175-7336-6908-2b4a-1386-5045db12ad2e},1,0.382,0,0,0,0
482,{aeb4b13c-f982-6908-0080-e257-9583a4ba67d7},1,0.369,0,0,0,0
483,{e37f9a63-43aa-6908-e48f-5854-18d012590735},1,0.336,0,0,0,0
484,{212075d1-8392-6908-330e-19c8-f2a1f76e173b},1,0.211,0,0,1,0
486,{2f817051-741a-6908-39b3-cb27-d7cebcb4067d},1,0.404,0,0,0,0
489,{e4588c5e-3630-6908-e03a-8b6e-5e56bd61592e},1,0.6,0,0,0,0
490,{9f2bd1de-db77-6908-9c98-b987-456e76fe0b48},1,0.174,0,0,1,0
491,{03b0c4c0-3323-6908-9eb8-9493-561d44b97f9c},1,0.629,0,0,0,0
495,{6265617a-95c6-6908-8582-5c84-9173345439ff},1,0.174,0,0,1,0
496,{a11244cb-7fad-6908-9336-7d2e-644862a71fd7},1,0.6,0,0,0,0
498,{9cffa370-92de-6908-7a96-920d-ab27b67e2215},1,0.348,0,0,0,0
499,{57e9687c-aac4-6908-d867-bb1d-af143ef9f977},1,0.215,0,0,1,0
502,{5fb72099-88fa-6908-d639-a2f5-b2d2141adb56},1,0.404,0,0,0,0
504,{4bfd3801-e649-6908-e1c4-2d07-d085bd8afd0e},1,0.432,0,0,0,0
505,{455f9ac0-2c36-6908-01fc-05b1-473e3afb233e},1,0.23,0,0,0,1
507,{4ec08b2f-419c-6908-7a8e-b781-2f9ae1f8f3f6},1,0.667,0,0,0,0
513,{c40dc418-f106-6908-fc39-3425-5975904d27d3},1,0.185,0,0,1,0
514,{d5369970-b968-6908-3208-d14c-16af67071746},1,0.382,0,0,0,0
515,{1ad81d87-120e-6908-c435-eb86-8a17a56dbdb2},1,0.188,0,0,1,0
517,{95e8a0a0-4b22-6908-aa92-9cbd-e72b518775b3},1,0.339,0,0,0,0
520,{ff8023e9-e6b8-6908-1b2d-3f2c-23678d644744},1,0.593,0,0,0,0
522,{0b6b60bc-739b-6908-5aa5-8744-e702b9ace500},1,0.455,0,0,0,0
523,{d7c514e9-c206-6908-5d2e-d0c1-6fdd11536ed5},1,0.183,0,0,1,0
526,{144c3815-0adb-6908-4b55-5184-2a1f00eda9d7},1,0.418,0,0,0,1
527,{88120589-330e-6908-ebac-0391-bade187cc428},1,0.312,0,0,0,0
529,{d5bd2cdb-1800-6908-73e9-8a59-099ba5b3c115},1,0.361,0,0,1,0
530,{10da782b-fb91-6908-a811-d79a-0686c9b7b6e0},1,0.149,0,0,1,0
532,{46f8d203-7f42-6908-6a98-19d7-d8a03ae17621},1,0.257,0,0,1,0
533,{be302bfe-9ec0-6908-8202-2302-f0dedfde5393},1,0.129,0,0,1,0
534,{1bfb5dbf-2844-6908-91ad-d5cf-312dbb94777a},1,0.203,0,0,1,0
535,{6b837aae-0915-6908-eea5-7251-71a288914fbf},1,0.318,0,0,0,0
536,{3df0b5f6-666e-6908-32e7-c1ce-f6498ea54843},1,0.458,0,0,0,1
539,{c321bb82-d149-6908-0347-c437-0c8c15d43d73},1,0.172,0,0,1,0
540,{a2dcc03b-e3ce-6908-0123-9e93-e69f4fd360ea},1,0.324,0,0,0,1
541,{3dcebe0c-1289-6908-2994-0db3-cfe59a416b16},1,0.361,0,0,1,0
543,{b7b6ccaf-f48a-6908-e9a8-7880-6ed374558592},1,0.464,0,0,0,0
544,{20135be6-3e2c-6908-c6f4-45c2-0c8a56c8c80c},1,0.622,0,0,0,0
545,{6c93f0c1-d49f-6908-240d-eb5a-29ee83a73323},1,0.385,0,0,0,0
547,{9152da10-54b1-6908-5f7c-a044-d4359d6a2282},1,0.361,0,0,1,0
548,{30b4ff64-980a-6908-2519-036f-b07c51c91bec},1,0.432,0,0,0,0
550,{35b5b64c-057f-6908-e751-44ef-7b3321064520},1,0.303,0,0,1,0
551,{683f5c0c-4910-6908-d364-5704-01d68406828e},1,0.189,0,0,1,0
552,{f8289fda-0a2c-6908-826b-b7ad-3c47788c1b36},1,0.295,0,0,0,0
553,{b8b5658f-0399-6908-fddf-8fc0-f555a398db4c},1,0.459,0,0,0,1
554,{be6ad03d-4558-6908-c56d-afcc-986e3b755d37},1,0.301,0,0,1,0
557,{de8aadf1-7945-6908-0d86-bab7-979262de3811},1,0.296,0,0,1,0
561,{60c4891c-f1a3-6908-bc40-20d2-eeb324f3cf37},1,0.457,0,0,0,0
564,{43f9fd9b-0db9-6908-df9b-6b0f-84512ec2a1de},1,0.483,0,0,0,0
