guid,pid,command_line,parent_count,child_process_count,network_connections,dns_queries,files_created,has_invoke,has_download,has_encoded,entropy,first_seen,label
{e7c99b26-a92d-6908-2447-79db-6db07c441fe7},4012,Get-Process | Measure-Object WS -Sum,1,0,0,0,0,False,False,False,0.556,2025-11-06T08:06:35.161983+00:00Z,0
{30beb45f-31a0-6908-dcb2-b566-d27b6c6fa611},4013,Get-Process -Name notepad | Suspend-Process,1,0,0,0,0,False,False,False,0.442,2025-11-06T08:06:36.162001+00:00Z,0
{1bf90e27-6218-6908-6163-e5b0-d80023e2fcb4},4014,Get-Process | Where {$_.MainWindowTitle -ne ''},1,0,0,0,0,False,False,False,0.574,2025-11-06T08:06:37.162020+00:00Z,0
{d605e770-2fc0-6908-7906-5526-f8a5680ac07a},4015,"Get-Process | Select Name, @{n='MemMB';e={[math]::Round($_.WS/1MB,2)}}",1,0,0,0,0,False,False,False,0.6,2025-11-06T08:06:38.162038+00:00Z,0
{fc3d3348-87c8-6908-e8f6-920c-f92cb7e99aca},4016,Get-Process | Where {$_.Path -match 'AppData'},1,0,0,0,0,False,False,False,0.522,2025-11-06T08:06:39.162059+00:00Z,0
{bf7b539b-1d44-6908-19ac-f41d-1d1f284d82e5},4017,Get-Process | Out-GridView,1,0,0,0,0,False,False,False,0.654,2025-11-06T08:06:40.162078+00:00Z,0
{9e8fc965-d6a4-6908-a1fb-8583-a0dcb758588d},4018,Get-Process -IncludeUserName,1,0,0,0,0,False,False,False,0.679,2025-11-06T08:06:41.162096+00:00Z,0
{ef8c485b-04c4-6908-eaa4-3330-43d143e42caf},4019,Get-Process | Where {$_.SessionId -ne 0},1,0,0,0,0,False,False,False,0.6,2025-11-06T08:06:42.162115+00:00Z,0
{8768a84f-9948-6908-3509-44c1-3b1943b409ef},4020,Get-Process | Sort CPU -Desc | Select -First 5,1,0,0,0,0,False,False,False,0.413,2025-11-06T08:06:43.162151+00:00Z,0
{b7b56ea7-683d-6908-8728-fa20-2f410d01280f},4021,Get-Process | Where {$_.Threads.Count -gt 50},1,0,0,0,0,False,False,False,0.6,2025-11-06T08:06:44.162170+00:00Z,0
{b4a69f3c-04f3-6908-3947-2686-4bd28d7248e2},4022,Get-Process | Export-Clixml C:\temp\proc.xml,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:06:45.162191+00:00Z,0
{e61fecc0-6b8f-6908-7fc2-34a1-d010dfed2c43},4023,Get-Process | ConvertTo-Json | Out-File C:\proc.json,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:06:46.162210+00:00Z,0
{0658663a-aa14-6908-d2cc-7f0f-5182444d610b},4024,Get-Process | Where {$_.PriorityClass -eq 'High'},1,0,0,0,0,False,False,False,0.551,2025-11-06T08:06:47.162230+00:00Z,0
{598336e3-7487-6908-7223-0c1d-62e1a8f7ef5a},4025,Get-Process | Where {$_.Responding -eq $false},1,0,0,0,0,False,False,False,0.609,2025-11-06T08:06:48.162250+00:00Z,0
{0710d430-85bd-6908-5b6d-87eb-378009cb3942},4026,"Get-Process | Select Name, Id, @{n='Uptime';e={(Get-Date) - $_.StartTime}}",1,0,0,0,0,False,False,False,0.486,2025-11-06T08:06:49.162267+00:00Z,0
{939b462d-826a-6908-16b9-df42-64e1abae4f43},4027,Get-Process | Where {$_.FileVersion -like '10.0.*'},1,0,0,0,0,False,False,False,0.549,2025-11-06T08:06:50.162285+00:00Z,0
{81d2c7de-d118-6908-a701-ce07-9760b27c4026},4028,Get-Process | Group-Object UserName,1,0,0,0,0,False,False,False,0.571,2025-11-06T08:06:51.162303+00:00Z,0
{4d0b0d1a-0035-6908-9b95-92e6-dc1a35ce8841},4029,Get-Process | Where {$_.Path -like '*\Windows\System32*'},1,0,0,0,0,False,False,False,0.579,2025-11-06T08:06:52.162319+00:00Z,0
{bc67f831-2b6a-6908-914c-ab9d-73044f77a665},4030,"Get-Process | Select Name, CPU, @{n='PeakWS';e={$_.PeakWorkingSet/1MB}}",1,0,0,0,0,False,False,False,0.521,2025-11-06T08:06:53.162338+00:00Z,0
{b24445a7-fd1f-6908-cc9f-7ceb-02d6b00805cc},4031,Get-Process | Where {$_.Description -like '*Microsoft*'},1,0,0,0,0,False,False,False,0.5,2025-11-06T08:06:54.162357+00:00Z,0
{8eb22579-3e22-6908-e9b5-4445-ede5cd29a36f},4032,Get-Process | Sort StartTime,1,0,0,0,0,False,False,False,0.571,2025-11-06T08:06:55.162375+00:00Z,0
{79844388-84b4-6908-7e96-8dfb-f81d8573e793},4033,Get-Process | Where {$_.VirtualMemorySize64 -gt 2GB},1,0,0,0,0,False,False,False,0.635,2025-11-06T08:06:56.162392+00:00Z,0
{3c07c574-abf4-6908-a3b0-2941-4d39236c7b87},4034,Get-Process | Export-Csv C:\temp\full_proc.csv -NoTypeInformation,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:06:57.162410+00:00Z,0
{7746d0ba-1fe1-6908-69e6-d71d-c2c19360715f},4035,Get-Process | Where {$_.Company -eq 'Microsoft Corporation'},1,0,0,0,0,False,False,False,0.483,2025-11-06T08:06:58.162427+00:00Z,0
{382c043f-df25-6908-f8a6-0edc-ac19638c254c},4036,"Get-Process | Select Name, @{n='CPU%';e={[math]::Round($_.CPU*100/$env:NUMBER_OF_PROCESSORS,2)}}",1,0,0,0,0,False,False,False,0.521,2025-11-06T08:06:59.162444+00:00Z,0
{e82c7d7b-0de0-6908-2afb-db73-5d0b7631de9d},4037,Get-Process | Where {$_.Path -notlike '*\Windows*'},1,0,0,0,0,False,False,False,0.549,2025-11-06T08:07:00.162465+00:00Z,0
{e1301617-8e77-6908-d7d7-8129-29efd5bcb8d0},4038,Get-Process | Group-Object Path,1,0,0,0,0,False,False,False,0.581,2025-11-06T08:07:01.162482+00:00Z,0
{a6d964a3-0fe3-6908-7e9b-6612-0a6fd6d7b3b8},4039,Get-Process | Where {$_.MainModule.ModuleName -like '*kernel*'},1,0,0,0,0,False,False,False,0.476,2025-11-06T08:07:02.162497+00:00Z,0
{37cc863b-8332-6908-bcdf-55e8-3aa4b7e6427c},4040,"Get-Process | Select Name, Id, StartTime, TotalProcessorTime",1,0,0,0,0,False,False,False,0.35,2025-11-06T08:07:03.162514+00:00Z,0
{a092f52a-342c-6908-9a69-3dfa-b1c40a8381be},4041,Get-Process | Where {$_.PagedMemorySize64 -gt 500MB},1,0,0,0,0,False,False,False,0.615,2025-11-06T08:07:04.162532+00:00Z,0
{272a6d8e-5a2e-6908-8a48-f78c-df037701f7bb},4042,Get-Process | Sort VM -Desc,1,0,0,0,0,False,False,False,0.556,2025-11-06T08:07:05.162548+00:00Z,0
{c01f36bf-c20a-6908-ac3c-0eb1-5d1a533420e6},4043,Get-Process | Where {$_.Handles -gt 2000},1,0,0,0,0,False,False,False,0.634,2025-11-06T08:07:06.162567+00:00Z,0
{8e485223-61d2-6908-2bd5-7b93-d017b856d035},4044,Get-Process | Export-Csv C:\temp\proc_detailed.csv,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:07:07.162586+00:00Z,0
{17d2582e-7175-6908-cf0d-7c92-bcf094e0d3ba},4045,Get-Process | Where {$_.Path -like '*\AppData\Local*'},1,0,0,0,0,False,False,False,0.537,2025-11-06T08:07:08.162603+00:00Z,0
{455ac762-80b7-6908-7609-3dc6-629ab8a6171f},4046,"Get-Process | Select Name, @{n='RunTime';e={(Get-Date)-$_.StartTime}}",1,0,0,0,0,False,False,False,0.493,2025-11-06T08:07:09.162619+00:00Z,0
{98c7472a-3378-6908-6363-97ad-b8c53a3c563e},4047,Get-Process | Where {$_.PriorityBoostEnabled -eq $true},1,0,0,0,0,False,False,False,0.527,2025-11-06T08:07:10.162638+00:00Z,0
{c0b6fce2-3486-6908-0647-9194-f51a782a65e0},4048,Get-Process | Group-Object SessionId,1,0,0,0,0,False,False,False,0.583,2025-11-06T08:07:11.162655+00:00Z,0
{d2762bdc-cd29-6908-fbc6-25ee-1b72afbb411a},4049,Get-Service | Where {$_.Status -eq 'Running'} | Sort DisplayName,1,0,0,0,0,False,False,False,0.516,2025-11-06T08:07:12.162671+00:00Z,0
{85c7504b-e6a9-6908-e2ac-983e-db8ffd72b050},4050,Get-Service wuauserv | Restart-Service -Force,1,0,0,0,0,False,False,False,0.4,2025-11-06T08:07:13.162689+00:00Z,0
{3d67cde9-266e-6908-5025-015e-e6a868949b8d},4051,Set-Service -Name BITS -StartupType Disabled,1,0,0,0,0,False,False,False,0.523,2025-11-06T08:07:14.162706+00:00Z,0
{743b65a2-7783-6908-8773-6548-3ac36cd5e859},4052,Get-Service | Where {$_.StartType -eq 'Automatic'},1,0,0,0,0,False,False,False,0.56,2025-11-06T08:07:15.162723+00:00Z,0
{49e2623d-3fab-6908-eff9-9bb1-ce15b321bf21},4053,Get-Service | Export-Csv C:\temp\services.csv,1,0,0,0,0,False,False,False,0.467,2025-11-06T08:07:16.162739+00:00Z,0
{e3b137fc-a507-6908-8030-0d3e-7535176132ed},4054,Get-Service | Where {$_.DependentServices.Count -gt 0},1,0,0,0,0,False,False,False,0.519,2025-11-06T08:07:17.162756+00:00Z,0
{ea83bf00-5cec-6908-df2c-fbc3-2eb7f8140102},4055,"Get-Service | Select Name, Status, StartType, DisplayName",1,0,0,0,0,False,False,False,0.386,2025-11-06T08:07:18.162772+00:00Z,0
{db946570-a8dc-6908-d2c3-fdae-cd08f1f8343e},4056,Get-Service | Where {$_.CanStop -eq $true},1,0,0,0,0,False,False,False,0.595,2025-11-06T08:07:19.162789+00:00Z,0
{c5c5b37a-0096-6908-ec88-d395-600a0de051a6},4057,Get-Service | Sort Status,1,0,0,0,0,False,False,False,0.6,2025-11-06T08:07:20.162805+00:00Z,0
{8c99a894-9378-6908-e050-f82c-0ec71f15c7b6},4058,Get-Service | Where {$_.DisplayName -like '*Windows*'},1,0,0,0,0,False,False,False,0.611,2025-11-06T08:07:21.162821+00:00Z,0
{f27292b6-4ed5-6908-ff2b-956e-d4bb45ff2c83},4059,Get-Service | Group-Object StartType,1,0,0,0,0,False,False,False,0.556,2025-11-06T08:07:22.162839+00:00Z,0
{6232b17a-45e4-6908-23be-8d70-d473dabac50d},4060,Get-Service | Where {$_.Status -eq 'Stopped'} | Start-Service,1,0,0,0,0,False,False,False,0.426,2025-11-06T08:07:23.162855+00:00Z,0
{6090d697-a4c0-6908-6097-7a44-c4149261549d},4061,"Get-Service | Select Name, @{n='Deps';e={$_.DependentServices.Name -join ','}}",1,0,0,0,0,False,False,False,0.41,2025-11-06T08:07:24.162873+00:00Z,0
{fb16e5db-fd9b-6908-12f4-40a3-a9fb9716108e},4062,Get-Service | Where {$_.ServiceType -eq 'Win32OwnProcess'},1,0,0,0,0,False,False,False,0.534,2025-11-06T08:07:25.162890+00:00Z,0
{f84f16b3-264f-6908-f061-87b1-cb82b15516bc},4063,Get-Service | Export-Clixml C:\temp\svc.xml,1,0,0,0,0,False,False,False,0.512,2025-11-06T08:07:26.162907+00:00Z,0
{9e11d2cd-7833-6908-9323-7479-2e46bf2c14a0},4064,Get-Service | Where {$_.RequiredServices.Count -gt 0},1,0,0,0,0,False,False,False,0.528,2025-11-06T08:07:27.162925+00:00Z,0
{0bc61066-1cbb-6908-9634-b788-dc825ff595ea},4065,Get-Service | Sort DisplayName | Out-GridView,1,0,0,0,0,False,False,False,0.556,2025-11-06T08:07:28.162941+00:00Z,0
{aee1e86b-fece-6908-4946-76e1-eb4c4104a8b5},4066,Get-Service | Where {$_.StartType -eq 'Manual'},1,0,0,0,0,False,False,False,0.596,2025-11-06T08:07:29.162958+00:00Z,0
{40066ff2-9aaf-6908-65ff-c4f6-f767da743152},4067,"Get-Service | Select Name, Status, @{n='PID';e={(Get-WmiObject Win32_Service -Filter ""Name='$($_.Name)'"").ProcessId}}",1,0,0,0,0,False,False,False,0.368,2025-11-06T08:07:30.162975+00:00Z,0
{a881bfd3-8c88-6908-0425-191c-fe53bec39a37},4068,Get-Service | Where {$_.DisplayName -like '*Update*'},1,0,0,0,0,False,False,False,0.585,2025-11-06T08:07:31.162993+00:00Z,0
{9ef2b93e-4607-6908-31bf-142f-111570d9c9f8},4069,Get-Service | Group-Object Status,1,0,0,0,0,False,False,False,0.576,2025-11-06T08:07:32.163011+00:00Z,0
{336749b5-bb51-6908-8b88-543f-971cce7607ad},4070,Get-Service | Where {$_.CanPauseAndContinue -eq $true},1,0,0,0,0,False,False,False,0.519,2025-11-06T08:07:33.163028+00:00Z,0
{5da36f1b-ca05-6908-0720-8767-3f47895ccd99},4071,Get-Service | Export-Csv C:\temp\svc_full.csv,1,0,0,0,0,False,False,False,0.556,2025-11-06T08:07:34.163044+00:00Z,0
{8fb864e4-7157-6908-205d-edb4-3bbc688613db},4072,Get-Service | Where {$_.ServiceHandle},1,0,0,0,0,False,False,False,0.605,2025-11-06T08:07:35.163060+00:00Z,0
{899ca782-c6fc-6908-e843-bdf5-8f3af396ea37},4073,"Get-Service | Select Name, StartType, @{n='Delay';e={$_.DelayedAutoStart}}",1,0,0,0,0,False,False,False,0.459,2025-11-06T08:07:36.163087+00:00Z,0
{af88bdec-b7a4-6908-1f00-cbd8-612e46a02a9b},4074,Get-Service | Where {$_.Status -eq 'Running'} | Stop-Service -Force,1,0,0,0,0,False,False,False,0.433,2025-11-06T08:07:37.163110+00:00Z,0
{c96b5edb-7cb5-6908-4079-6910-774bdea45c19},4075,Get-Service | Where {$_.Name -like 'w*'},1,0,0,0,0,False,False,False,0.65,2025-11-06T08:07:38.163127+00:00Z,0
{ddcf8766-437b-6908-079b-b76b-081452e2afd9},4076,Get-Service | Sort Name,1,0,0,0,0,False,False,False,0.652,2025-11-06T08:07:39.163146+00:00Z,0
{bee3eb79-f3d6-6908-e584-b95d-e76d1beaf6ac},4077,Get-Service | Where {$_.DisplayName -match 'defender'},1,0,0,0,0,False,False,False,0.556,2025-11-06T08:07:40.163162+00:00Z,0
{ffa361be-cda0-6908-da40-3746-e31ae8e22743},4078,"Get-Service | Select Name, Status, CanShutdown",1,0,0,0,0,False,False,False,0.522,2025-11-06T08:07:41.163178+00:00Z,0
{87d292a6-e84d-6908-dc43-32c7-6e17dd90e79e},4079,Get-Service | Where {$_.StartType -eq 'Disabled'},1,0,0,0,0,False,False,False,0.592,2025-11-06T08:07:42.163194+00:00Z,0
{66132e69-30af-6908-a006-da80-bfa44140752c},4080,Get-Service | Group-Object ServiceType,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:07:43.163210+00:00Z,0
{17dded81-3170-6908-becb-429e-1eb58e6e5003},4081,Get-Service | Where {$_.BinaryPathName -like '*\Windows\System32*'},1,0,0,0,0,False,False,False,0.537,2025-11-06T08:07:44.163227+00:00Z,0
{99b479d4-b40a-6908-350b-6cec-72d07b70c3b8},4082,Get-Service | Export-Csv C:\temp\svc_filtered.csv -NoTypeInformation,1,0,0,0,0,False,False,False,0.456,2025-11-06T08:07:45.163245+00:00Z,0
{92f837d4-dbb4-6908-0d71-88ee-5c5f076979d6},4083,Get-Service | Where {$_.Status -eq 'Paused'},1,0,0,0,0,False,False,False,0.568,2025-11-06T08:07:46.163263+00:00Z,0
{11d059b2-0fb2-6908-2efa-6e25-d6f4604e46cb},4084,"Get-Service | Select Name, @{n='User';e={(Get-WmiObject Win32_Service -Filter ""Name='$($_.Name)'"").StartName}}",1,0,0,0,0,False,False,False,0.345,2025-11-06T08:07:47.163280+00:00Z,0
{0d77c5a0-5098-6908-197a-29c5-e2df45a88829},4085,Get-Service | Where {$_.DisplayName -like '*Audio*'},1,0,0,0,0,False,False,False,0.635,2025-11-06T08:07:48.163297+00:00Z,0
{1d2324e6-dc1d-6908-38c6-9105-f92797d7a560},4086,Get-Service | Sort StartType,1,0,0,0,0,False,False,False,0.571,2025-11-06T08:07:49.163318+00:00Z,0
{4169b9fc-a7ff-6908-3d6e-03f5-59f46e3f683a},4087,Get-Service | Where {$_.CanStop -eq $false},1,0,0,0,0,False,False,False,0.628,2025-11-06T08:07:50.163333+00:00Z,0
{6fac1673-eb64-6908-27dd-a049-dbcb9364f3d0},4088,Get-Service | Export-Clixml C:\temp\svc_detailed.xml,1,0,0,0,0,False,False,False,0.481,2025-11-06T08:07:51.163352+00:00Z,0
{f758dce2-57ff-6908-eb91-b944-df98168fae12},4089,Get-Service | Where {$_.RequiredServices.Name -contains 'RpcSs'},1,0,0,0,0,False,False,False,0.469,2025-11-06T08:07:52.163369+00:00Z,0
{56ea57b3-aa87-6908-5615-271b-6347828c37e7},4090,"Get-Service | Select Name, Status, StartType | Format-Table",1,0,0,0,0,False,False,False,0.407,2025-11-06T08:07:53.163384+00:00Z,0
{328067a1-4e44-6908-2694-5ab2-fcfca0c14035},4091,Get-Service | Where {$_.DisplayName -like '*Print*'},1,0,0,0,0,False,False,False,0.596,2025-11-06T08:07:54.163401+00:00Z,0
{780b3657-9b0b-6908-8ca2-1cc2-9eed12fe28bf},4092,Get-Service | Group-Object CanPauseAndContinue,1,0,0,0,0,False,False,False,0.522,2025-11-06T08:07:55.163418+00:00Z,0
{daf481a7-c4da-6908-ece8-1500-6060a6ded1d8},4093,Get-Service | Where {$_.StartType -eq 'Automatic (Delayed Start)'},1,0,0,0,0,False,False,False,0.5,2025-11-06T08:07:56.163434+00:00Z,0
{28a39779-bee6-6908-90d7-c65b-1acf990f0c5b},4094,Get-Service | Export-Csv C:\temp\svc_delayed.csv,1,0,0,0,0,False,False,False,0.542,2025-11-06T08:07:57.163453+00:00Z,0
{267eddce-29ba-6908-4869-b31b-c8aea981b098},4095,"Get-Service | Where {$_.Status -eq 'Running'} | Select Name, ProcessId",1,0,0,0,0,False,False,False,0.486,2025-11-06T08:07:58.163470+00:00Z,0
{5ca0c428-b9a6-6908-9e23-5c4b-6daaf37fd50d},4096,Get-Service | Sort DisplayName | Select -First 20,1,0,0,0,0,False,False,False,0.469,2025-11-06T08:07:59.163489+00:00Z,0
{c9c23e69-1353-6908-ac6c-4318-c0e198e52499},4097,Get-Service | Where {$_.Name -match '^B'},1,0,0,0,0,False,False,False,0.585,2025-11-06T08:08:00.163504+00:00Z,0
{b836c448-e36e-6908-91e2-e5d9-9e723d3a2582},4098,Get-WinEvent -LogName Security -MaxEvents 100,1,0,0,0,0,False,False,False,0.578,2025-11-06T08:08:01.163520+00:00Z,0
{f75d599f-663e-6908-46dc-8000-3486ef2ddcc4},4099,Get-EventLog -LogName System -Newest 50,1,0,0,0,0,False,False,False,0.513,2025-11-06T08:08:02.163536+00:00Z,0
{d4bf7a4b-2ef5-6908-71ae-e6fa-b2fce27718c5},4100,Get-WinEvent -FilterHashtable @{LogName='Application'; Level=2} -MaxEvents 20,1,0,0,0,0,False,False,False,0.468,2025-11-06T08:08:03.163553+00:00Z,0
{3c5bf3a7-29c8-6908-bff4-72f6-a32a07374c86},4101,Clear-EventLog -LogName Windows PowerShell,1,0,0,0,0,False,False,False,0.571,2025-11-06T08:08:04.163570+00:00Z,0
{d4c3a832-f02f-6908-e5af-02b0-2890e7e646c7},4102,"Get-WinEvent -LogName Security | Where {$_.Id -eq 4624} | Select TimeCreated, Message",1,0,0,0,0,False,False,False,0.471,2025-11-06T08:08:05.163586+00:00Z,0
{4d183eba-1872-6908-7a14-d6f3-ea0a9f708368},4103,Get-EventLog -LogName Security | Where {$_.EntryType -eq 'FailureAudit'},1,0,0,0,0,False,False,False,0.5,2025-11-06T08:08:06.163604+00:00Z,0
{4a90cd0c-00cd-6908-b4a4-7b2b-d54892170475},4104,Get-WinEvent -FilterHashtable @{LogName='System'; Id=1074},1,0,0,0,0,False,False,False,0.638,2025-11-06T08:08:07.163622+00:00Z,0
{a2bb522b-bf21-6908-81de-0850-b089114b9547},4105,Get-EventLog -LogName Application -After (Get-Date).AddDays(-1),1,0,0,0,0,False,False,False,0.46,2025-11-06T08:08:08.163639+00:00Z,0
{b20507bb-5d53-6908-450b-204e-ea54f1901b7e},4106,Get-WinEvent -LogName Security | Where {$_.Message -like '*logon*'},1,0,0,0,0,False,False,False,0.507,2025-11-06T08:08:09.163656+00:00Z,0
{7930ba20-12bf-6908-61d8-927d-1879c7e53bbb},4107,Get-EventLog -LogName Security | Export-Csv C:\temp\security.csv,1,0,0,0,0,False,False,False,0.438,2025-11-06T08:08:10.163674+00:00Z,0
{be4969ec-c5f6-6908-ad96-5fa6-bc147f5db163},4108,Get-WinEvent -LogName Microsoft-Windows-PowerShell/Operational -MaxEvents 30,1,0,0,0,0,False,False,False,0.434,2025-11-06T08:08:11.163691+00:00Z,0
{1a43db54-a7e5-6908-975e-9ced-da2bb7b8c1a5},4109,Get-EventLog -LogName System | Where {$_.Source -eq 'Microsoft-Windows-WindowsUpdateClient'},1,0,0,0,0,False,False,False,0.424,2025-11-06T08:08:12.163709+00:00Z,0
{0eaf04b5-cffa-6908-ba03-51e9-0ff1f3ea0184},4110,Get-WinEvent -FilterHashtable @{LogName='Security'; ProviderName='Microsoft-Windows-Security-Auditing'},1,0,0,0,0,False,False,False,0.379,2025-11-06T08:08:13.163727+00:00Z,0
{5cb5e69c-1094-6908-4e8f-e65c-bdeff2e6195f},4111,Get-EventLog -LogName Application | Where {$_.InstanceId -eq 1000},1,0,0,0,0,False,False,False,0.515,2025-11-06T08:08:14.163746+00:00Z,0
{a6499cdc-7fcd-6908-3a15-0d44-5f41bc55300b},4112,Get-WinEvent -LogName Security | Group-Object Id | Sort Count -Desc,1,0,0,0,0,False,False,False,0.463,2025-11-06T08:08:15.163762+00:00Z,0
{ffa623d0-667d-6908-3eca-457e-25eada52d2ee},4113,Get-EventLog -LogName Security | Where {$_.Message -like '*privilege*'},1,0,0,0,0,False,False,False,0.493,2025-11-06T08:08:16.163778+00:00Z,0
{b5a47200-94aa-6908-9993-50a4-5922a3404f08},4114,Get-WinEvent -LogName System | Where {$_.LevelDisplayName -eq 'Critical'},1,0,0,0,0,False,False,False,0.466,2025-11-06T08:08:17.163797+00:00Z,0
{7e7838c9-b8c7-6908-bce1-ef4f-42718d38bbd8},4115,Get-EventLog -LogName Windows PowerShell | Select -First 10,1,0,0,0,0,False,False,False,0.492,2025-11-06T08:08:18.163813+00:00Z,0
{c4e7f7dd-25c2-6908-402a-a251-25f8a4704d48},4116,Get-WinEvent -FilterHashtable @{LogName='Security'; StartTime=(Get-Date).AddHours(-2)},1,0,0,0,0,False,False,False,0.477,2025-11-06T08:08:19.163830+00:00Z,0
{de431e06-3f92-6908-4e58-9bb6-52ed2a26f770},4117,Get-EventLog -LogName Security | Measure-Object,1,0,0,0,0,False,False,False,0.553,2025-11-06T08:08:20.163846+00:00Z,0
{8d03f17a-4016-6908-9b0b-2fd5-57a727794685},4118,Get-WinEvent -LogName Application | Where {$_.ProviderName -like '*ESENT*'},1,0,0,0,0,False,False,False,0.467,2025-11-06T08:08:21.163863+00:00Z,0
{a6b07458-d54a-6908-0f81-fefe-944f8baaf744},4119,Get-EventLog -LogName System | Export-Clixml C:\temp\system.xml,1,0,0,0,0,False,False,False,0.429,2025-11-06T08:08:22.163881+00:00Z,0
{b048faa1-50ef-6908-e113-d4cc-edcb7bf7e1d3},4120,"Get-WinEvent -LogName Security | Where {$_.Id -in 4624,4634}",1,0,0,0,0,False,False,False,0.583,2025-11-06T08:08:23.163898+00:00Z,0
{f9b21e6e-42f3-6908-bdb7-365d-7bc551b1943c},4121,Get-EventLog -LogName Application | Where {$_.EntryType -eq 'Error'},1,0,0,0,0,False,False,False,0.471,2025-11-06T08:08:24.163915+00:00Z,0
{0cf477ef-c4af-6908-d615-7f1d-51c4e6fdd7af},4122,Get-WinEvent -LogName Microsoft-Windows-Winlogon/Operational,1,0,0,0,0,False,False,False,0.45,2025-11-06T08:08:25.163930+00:00Z,0
{4efc8248-0bdd-6908-2e1a-c957-ea1a8164ceec},4123,Get-EventLog -LogName Security | Where {$_.TimeGenerated -gt (Get-Date).AddDays(-7)},1,0,0,0,0,False,False,False,0.429,2025-11-06T08:08:26.163947+00:00Z,0
{78786140-042f-6908-3709-dca2-bb5c673ba8bd},4124,"Get-WinEvent -LogName Security | Select Id, Count | Group Id",1,0,0,0,0,False,False,False,0.467,2025-11-06T08:08:27.163965+00:00Z,0
{12d2fa06-e694-6908-8f37-3cd4-c9ad18c01e2b},4125,Get-EventLog -LogName System | Where {$_.Message -like '*crash*'},1,0,0,0,0,False,False,False,0.508,2025-11-06T08:08:28.163984+00:00Z,0
{09f64405-aa84-6908-f28e-e9fa-a7eb23c8afdb},4126,Get-WinEvent -FilterHashtable @{LogName='Security'; Keywords=0x8020000000000000},1,0,0,0,0,False,False,False,0.5,2025-11-06T08:08:29.164001+00:00Z,0
{044251db-a998-6908-381e-d544-9d87956d80e4},4127,Get-EventLog -LogName Application | Sort TimeGenerated -Desc,1,0,0,0,0,False,False,False,0.433,2025-11-06T08:08:30.164018+00:00Z,0
{ae441e21-102a-6908-3844-61ae-e1cf04d9145e},4128,Get-WinEvent -LogName Security | Where {$_.Message -match 'special logon'},1,0,0,0,0,False,False,False,0.446,2025-11-06T08:08:31.164034+00:00Z,0
